cidade;estado;populacao;pib per capita;idh
barroso;minas gerais;20253;10515.37011719;0.734
barueri;sao paulo;270173;99595.703125;0.786
bastos;sao paulo;21380;15075.65039062;0.751
bataguassu;mato grosso do sul;19596;18247.27929688;0.710
batalha;alagoas;16919;3915.5;0.545
batalha;piaui;26681;3072.51000977;0.594
batatais;sao paulo;56476;15854.91992188;0.761
bataypora;mato grosso do sul;10885;15616.75;0.684
baturite;ceara;33271;4034.52001953;0.619
bauru;sao paulo;359429;18906.41992188;0.801
bayeux;paraiba;96198;6287.89013672;0.649
bebedouro;sao paulo;77630;32597.19921875;0.780
beberibe;ceara;48760;4343.89013672;0.638
bela cruz;ceara;30900;3293.22998047;0.623
bela vista;mato grosso do sul;23726;9459.51953125;0.698
bela vista da caroba;parana;4176;8238.76953125;0.681
bela vista de goias;goias;21679;15233.24023438;0.716
bela vista de minas;minas gerais;10333;5596.29003906;0.674
bela vista do maranhao;maranhao;8855;3563.38989258;0.554
bela vista do paraiso;parana;15496;12784.13964844;0.716
bela vista do piaui;piaui;3762;3504.14990234;0.576
bela vista do toldo;santa catarina;6145;15142.08984375;0.675
belagua;maranhao;5953;4412.31982422;0.512
belem;alagoas;5083;3846.15991211;0.746
belem;para;1437600;11496.24023438;0.592
belem;paraiba;17746;4480.27978516;0.593
belem de maria;pernambuco;9703;3880.89990234;0.578
belem de sao francisco;pernambuco;21342;4599.31005859;0.578
belem do brejo do cruz;paraiba;7256;3635.11010742;0.551
belem do piaui;piaui;2912;3404.20996094;0.642
belford roxo;rio de janeiro;501544;8279.99023438;0.684
belmiro braga;minas gerais;3079;10563.8203125;0.660
belmonte;bahia;22553;6069.31982422;0.598
belmonte;santa catarina;2790;11195.13964844;0.705
belo campo;bahia;15185;3574.5300293;0.575
belo horizonte;minas gerais;2452617;18182.69921875;0.810
belo jardim;pernambuco;74028;9439.33007812;0.629
belo monte;alagoas;7510;4075;0.517
belo oriente;minas gerais;22555;20705.23046875;0.686
belo vale;minas gerais;7470;6416.27978516;0.655
belterra;para;12671;5394.37011719;0.588
beneditinos;piaui;9837;3142.27001953;0.557
benedito leite;maranhao;5567;3274;0.546
benedito novo;santa catarina;10335;11564.1796875;0.740
benevides;para;46611;11139.9296875;0.665
benjamin constant;amazonas;31195;3742.59008789;0.574
benjamin constant do sul;rio grande do sul;2188;7749.79980469;0.619
bento de abreu;sao paulo;2982;21859.80078125;0.744
bento fernandes;rio grande do norte;5199;5193.45019531;0.582
bento goncalves;rio grande do sul;106999;24215.93945312;0.778
bequimao;maranhao;21508;3012.12988281;0.601
berilo;minas gerais;13717;4044.81005859;0.628
berizal;minas gerais;4655;3808.31005859;0.604
bernardino batista;paraiba;3315;3609.25;0.558
bernardino de campos;sao paulo;10776;11637.05957031;0.734
bernardo do mearim;maranhao;6249;5120.85009766;0.604
bernardo sayao;tocantins;4653;10793.11035156;0.638
bertioga;sao paulo;44233;15056.11035156;0.730
bertolinia;piaui;5484;5228.43994141;0.612
bertopolis;minas gerais;4780;5239.47021484;0.594
beruri;amazonas;14705;5340.75;0.506
betania;pernambuco;12011;3544.34008789;0.559
betania do piaui;piaui;6442;3210.76000977;0.489
betim;minas gerais;441748;57009.26953125;0.749
bezerros;pernambuco;58354;4893.33984375;0.606
bias fortes;minas gerais;3881;6128.52978516;0.620
bicas;minas gerais;14309;6696.54980469;0.744
biguacu;santa catarina;56395;21378.859375;0.739
bilac;sao paulo;7494;10869.61035156;0.768
biquinhas;minas gerais;2621;9821.53027344;0.688
birigui;sao paulo;110911;12705.55957031;0.780
biritiba-mirim;sao paulo;29650;9272.91992188;0.712
biritinga;bahia;14260;3755.10009766;0.538
bituruna;parana;16803;7687.89990234;0.667
blumenau;santa catarina;299416;25646.01953125;0.806
boa esperanca;espirito santo;13119;11712.33984375;0.704
boa esperanca;parana;4742;22349;0.679
boa esperanca;minas gerais;39254;10855.96972656;0.720
boa esperanca do iguacu;parana;2898;10920.74023438;0.700
boa esperanca do sul;sao paulo;13953;10561.34960938;0.681
boa hora;piaui;6369;2894.94995117;0.575
boa nova;bahia;15427;3278.66992188;0.567
boa ventura;paraiba;5905;3718.93994141;0.599
boa ventura de sao roque;parana;6964;12707.79980469;0.655
boa viagem;ceara;56236;3476.37988281;0.598
boa vista;paraiba;5908;11142.20019531;0.752
boa vista;roraima;266901;15325.90039062;0.649
boa vista da aparecida;parana;7919;7284.75976562;0.670
boa vista das missġes;rio grande do sul;2100;26186.91015625;0.676
boa vista do burica;rio grande do sul;6655;12786.86035156;0.762
boa vista do cadeado;rio grande do sul;2525;34793.26953125;0.703
boa vista do gurupi;maranhao;7895;3346.94995117;0.545
boa vista do incra;rio grande do sul;2583;28308.51953125;0.731
boa vista do ramos;amazonas;13994;3841.86010742;0.565
boa vista do sul;rio grande do sul;2700;13919.65039062;0.728
boa vista do tupim;bahia;18298;4107.16015625;0.551
boca da mata;alagoas;26030;5855.14013672;0.604
boca do acre;amazonas;31221;4796.62011719;0.588
bocaina;piaui;4146;3836.60009766;0.632
bocaina;sao paulo;11028;15937.12988281;0.742
bocaina de minas;minas gerais;5216;4867.75976562;0.645
bocaina do sul;santa catarina;3128;15367.37011719;0.647
bocaiuva;minas gerais;46624;7708.33984375;0.700
bocaiuva do sul;parana;9989;8433.15039062;0.640
bodo;rio grande do norte;2592;6221.81005859;0.629
bodoco;pernambuco;34988;3865.70996094;0.565
bodoquena;mato grosso do sul;8397;15223.29003906;0.666
bofete;sao paulo;9375;12403.54980469;0.705
boituva;sao paulo;44906;27254.66992188;0.780
bom conselho;pernambuco;45250;4298.60009766;0.563
bom despacho;minas gerais;44265;11278.66015625;0.750
bom jardim;pernambuco;40924;3804.01000977;0.538
bom jardim;rio de janeiro;26549;13571.98046875;0.602
bom jardim;maranhao;39224;6516.56005859;0.660
bom jardim da serra;santa catarina;4383;10852.54003906;0.696
bom jardim de goias;goias;8734;8157.91015625;0.670
bom jardim de minas;minas gerais;6657;6867.99023438;0.673
bom jesus;santa catarina;2427;24123.72070312;0.668
bom jesus;piaui;20511;9938.91015625;0.584
bom jesus;paraiba;2305;4197.35986328;0.597
bom jesus;rio grande do sul;12201;16176.74023438;0.718
bom jesus;rio grande do norte;8725;4757.39990234;0.666
bom jesus da lapa;bahia;66192;5309;0.633
bom jesus da penha;minas gerais;3980;14922.48046875;0.735
bom jesus da serra;bahia;10588;2799.55004883;0.546
bom jesus das selvas;maranhao;25473;4779.22998047;0.558
bom jesus de goias;goias;21103;13439.34960938;0.701
bom jesus do amparo;minas gerais;5744;5431.89990234;0.683
bom jesus do araguaia;mato grosso;4792;21125.51953125;0.661
bom jesus do galho;minas gerais;15462;5158.83007812;0.623
bom jesus do itabapoana;rio de janeiro;35303;11221.21972656;0.732
bom jesus do norte;espirito santo;9672;6757.43994141;0.734
bom jesus do oeste;santa catarina;2065;13481.41992188;0.712
bom jesus do sul;parana;3879;7873.60986328;0.697
bom jesus do tocantins;para;13593;4638.64990234;0.589
bom jesus do tocantins;tocantins;2839;12615.83007812;0.660
bom jesus dos perdġes;sao paulo;17993;12597.20019531;0.713
bom lugar;maranhao;13384;4286.35986328;0.562
bom principio;rio grande do sul;11731;17746.99023438;0.746
bom principio do piaui;piaui;5506;3773.68994141;0.532
bom progresso;rio grande do sul;2404;11399.41992188;0.723
bom repouso;minas gerais;10826;7818.02001953;0.653
bom retiro;santa catarina;8594;13517.51953125;0.699
bom retiro do sul;rio grande do sul;11623;11591.69042969;0.739
bom sucesso;minas gerais;17805;8739.51953125;0.592
bom sucesso;parana;6676;8140.12011719;0.692
bom sucesso;paraiba;5296;4140.04003906;0.686
bom sucesso de itarare;sao paulo;3968;8059.79003906;0.660
bom sucesso do sul;parana;3075;20194.36914062;0.742
bombinhas;santa catarina;13695;13066.37011719;0.781
bonfim;roraima;10726;10361.45996094;0.626
bonfim;minas gerais;6902;6323.60009766;0.637
bonfim do piaui;piaui;5376;3015.30004883;0.542
bonfinopolis;goias;7336;6206.06982422;0.683
bonfinopolis de minas;minas gerais;5869;16799.06054688;0.678
boninal;bahia;13857;2939.29003906;0.612
bonito;mato grosso do sul;17856;11991.63964844;0.546
bonito;pernambuco;40832;4466.62011719;0.561
bonito;para;12013;2998.58007812;0.561
bonito;bahia;14326;8795.91015625;0.670
bonito de minas;minas gerais;9315;3362.81005859;0.537
bonito de santa fe;paraiba;10657;4140.29980469;0.574
bonopolis;goias;3413;10893.45996094;0.630
boqueirao;paraiba;16360;6024.95019531;0.607
boqueirao do leao;rio grande do sul;8097;10641.13964844;0.700
boqueirao do piaui;piaui;6599;2721.34008789;0.560
boquim;sergipe;25270;5529.16015625;0.604
boquira;bahia;22521;2982.31005859;0.603
bora;sao paulo;837;60134.66015625;0.746
boraceia;sao paulo;4439;20176.76953125;0.754
borba;amazonas;32496;3692.23999023;0.560
borborema;sao paulo;14485;13893.94042969;0.558
borborema;paraiba;5186;4620.43017578;0.730
borda da mata;minas gerais;15507;7939.27978516;0.730
borebi;sao paulo;2349;14650.12988281;0.705
borrazopolis;parana;8235;11317.84960938;0.717
bossoroca;rio grande do sul;7885;15262.99023438;0.692
botelhos;minas gerais;15289;7687.62988281;0.702
botucatu;sao paulo;130348;17776.3203125;0.800
botumirim;minas gerais;6550;4091.79003906;0.602
botupora;bahia;11048;3434.97998047;0.575
botuvera;santa catarina;4345;18641.5;0.724
bozano;rio grande do sul;2361;15281.13964844;0.745
braco do norte;santa catarina;29317;17151.08007812;0.778
braco do trombudo;santa catarina;3419;24693.23046875;0.780
braga;rio grande do sul;3842;9950.34960938;0.674
braganca;para;107060;3575.63989258;0.600
braganca paulista;sao paulo;145894;16375.44042969;0.776
braganey;parana;6209;12336.58007812;0.701
branquinha;alagoas;12215;3441.41992188;0.513
bras pires;minas gerais;4615;4469.87011719;0.625
brasil novo;para;19754;3985.62011719;0.613
brasilandia;mato grosso do sul;12538;15783.37011719;0.701
brasilandia de minas;minas gerais;13593;9910.99023438;0.674
brasilandia do sul;parana;3260;15282.08984375;0.681
brasilandia do tocantins;tocantins;2208;12081.41992188;0.684
brasileia;acre;20238;9634.33984375;0.614
brasileira;piaui;7970;2725.70996094;0.577
brasilia;distrito federal;2606885;50438.4609375;0.824
brasilia de minas;minas gerais;32438;4511.58984375;0.656
brasnorte;mato grosso;15089;26471.0703125;0.696
brasopolis;minas gerais;14756;7133.04003906;0.692
brauna;sao paulo;5043;8086.81982422;0.737
braunas;minas gerais;5332;12303.69042969;0.624
brazabrantes;goias;3345;11098.75976562;0.701
brejao;pernambuco;9780;5189;0.547
brejetuba;espirito santo;11097;10095.62011719;0.656
brejġes;bahia;12446;7467.85986328;0.592
brejinho;rio grande do norte;11585;4982.83007812;0.574
brejinho;pernambuco;7369;3600.11010742;0.686
brejinho de nazare;tocantins;5506;10415.00976562;0.562
brejo;maranhao;32453;3892.31005859;0.710
brejo alegre;sao paulo;2573;38446.0703125;0.562
brejo da madre de deus;pernambuco;42250;3833.44995117;0.519
brejo de areia;maranhao;5505;6052.83007812;0.597
brejo do cruz;paraiba;12852;3936.07006836;0.515
brejo do piaui;piaui;4025;3348.95996094;0.619
brejo dos santos;paraiba;5899;3997.69995117;0.540
brejo grande;sergipe;8086;4937.47021484;0.591
brejo grande do araguaia;para;7688;4254.56005859;0.647
brejo santo;ceara;41266;4646.56005859;0.597
brejolandia;bahia;9791;4128.31005859;0.592
breu branco;para;52200;5412.37011719;0.568
breves;para;101094;2970.87988281;0.503
britania;goias;5190;9309.41015625;0.672
brochier;rio grande do sul;4876;11168.45996094;0.699
brodowski;sao paulo;20485;10501.25;0.755
brotas;sao paulo;22631;15444.61035156;0.740
brotas de macaubas;bahia;10949;3811.9699707;0.570
brumadinho;minas gerais;34391;13812.20996094;0.747
brumado;bahia;64642;7440.85009766;0.656
brunopolis;santa catarina;2943;14083.86035156;0.661
brusque;santa catarina;102280;23774.76953125;0.795
bueno brandao;minas gerais;11212;8520.36035156;0.658
buenopolis;minas gerais;9627;5901.45996094;0.669
buenos aires;pernambuco;13675;3756.55004883;0.593
buerarema;bahia;20830;4834.95019531;0.613
bugre;minas gerais;4095;5366.62988281;0.627
buique;pernambuco;53272;4721.77001953;0.527
bujari;acre;6772;13099.24023438;0.589
bujaru;para;23654;3098.45996094;0.552
buri;sao paulo;18146;13583.54980469;0.667
buritama;sao paulo;15636;14747.80957031;0.763
buriti;maranhao;26202;3816.30004883;0.548
buriti alegre;goias;8454;16722.7890625;0.710
buriti bravo;maranhao;23074;2982.37011719;0.590
buriti de goias;goias;2203;8800.87011719;0.687
buriti do tocantins;tocantins;8454;4695.04980469;0.627
buriti dos lopes;piaui;19796;3660.36010742;0.565
buriti dos montes;piaui;8117;2991.84008789;0.574
buriticupu;maranhao;64685;3849.31005859;0.556
buritinopolis;goias;3573;4300.04980469;0.704
buritirama;bahia;19492;2825.76000977;0.565
buritirana;maranhao;15051;3238.29003906;0.583
buritis;rondonia;34693;9406.41992188;0.616
buritis;minas gerais;22465;19099.7890625;0.672
buritizal;sao paulo;4096;59873.96875;0.735
buritizeiro;minas gerais;27068;8904.3203125;0.624
butia;rio grande do sul;20213;9812.53027344;0.689
caapiranga;amazonas;11170;4115.91015625;0.569
caapora;paraiba;20064;14258.01953125;0.602
caarapo;mato grosso do sul;23696;15166.91015625;0.692
caatiba;bahia;9450;3663.16992188;0.561
cabaceiras;paraiba;5112;4662.02978516;0.611
cabaceiras do paraguacu;bahia;18569;3136.83007812;0.581
cabeceira grande;minas gerais;6600;19761.2890625;0.648
cabeceiras;goias;6794;16546.08984375;0.668
cabeceiras do piaui;piaui;9826;3259.58007812;0.583
cabedelo;paraiba;51865;44978.8515625;0.748
cabixi;rondonia;6695;15620.4296875;0.650
cabo de santo agostinho;pernambuco;171583;22301.08984375;0.686
cabo frio;rio de janeiro;186004;24709.16992188;0.735
cabo verde;minas gerais;14042;9122.87011719;0.674
cabralia paulista;sao paulo;4369;25967.22070312;0.694
cabreuva;sao paulo;42700;25559.40039062;0.738
cabrobo;pernambuco;30432;6205.95019531;0.623
cacador;santa catarina;70720;18499.58984375;0.735
cacapava;sao paulo;85181;25085.05078125;0.788
cacapava do sul;rio grande do sul;33060;12318.95019531;0.704
cacaulandia;rondonia;5736;17874.4296875;0.646
cacequi;rio grande do sul;13578;12827.49023438;0.700
caceres;mato grosso;87261;9772.28027344;0.708
cachoeira;bahia;33782;5733.95996094;0.647
cachoeira alta;goias;8235;16125.63964844;0.710
cachoeira da prata;minas gerais;3936;7616.18994141;0.741
cachoeira de goias;goias;1434;10107.41992188;0.727
cachoeira de minas;minas gerais;11250;9431.29003906;0.706
cachoeira de pajeu;minas gerais;9537;5051.41015625;0.578
cachoeira do arari;para;20411;3076.7800293;0.546
cachoeira do piria;para;18777;2514;0.473
cachoeira do sul;rio grande do sul;86557;14167.9296875;0.742
cachoeira dos indios;paraiba;8693;4656.39990234;0.587
cachoeira dourada;minas gerais;2595;15521.79003906;0.726
cachoeira dourada;goias;7571;44675.19921875;0.698
cachoeira grande;maranhao;9286;2906.40991211;0.537
cachoeira paulista;sao paulo;34666;10021.48046875;0.764
cachoeiras de macacu;rio de janeiro;57300;16133;0.700
cachoeirinha;pernambuco;18123;4438.22021484;0.627
cachoeirinha;rio grande do sul;118089;27304.609375;0.579
cachoeirinha;tocantins;2255;5345.81005859;0.757
cachoeiro de itapemirim;espirito santo;201259;11919.98046875;0.746
cacimba de areia;paraiba;3604;4085.08007812;0.596
cacimba de dentro;paraiba;17654;3457.62011719;0.564
cacimbas;paraiba;7029;3380.94995117;0.523
cacimbinhas;alagoas;10182;3857.86010742;0.531
cacique doble;rio grande do sul;5008;10408.04980469;0.662
cacoal;rondonia;78675;11552.41992188;0.718
caconde;sao paulo;19304;11468.16015625;0.720
cacu;goias;11343;14411.75976562;0.730
cacule;bahia;22557;5077.20996094;0.637
caem;bahia;10187;3351.63989258;0.546
caetanopolis;minas gerais;10040;7804.56005859;0.706
caetanos;bahia;12307;2440.57006836;0.542
caete;minas gerais;41043;5679.22998047;0.728
caetes;pernambuco;26386;3559.65991211;0.522
caetite;bahia;48007;4870.14013672;0.625
cafarnaum;bahia;18314;3365.44995117;0.584
cafeara;parana;2853;11789.79003906;0.693
cafelandia;parana;14034;31338.6796875;0.742
cafelandia;sao paulo;16778;11461.13964844;0.748
cafezal do sul;parana;4313;8011.22998047;0.692
caiabu;sao paulo;4131;7914.43017578;0.729
caiana;minas gerais;4733;7534.72998047;0.633
caiaponia;goias;16559;16404.33007812;0.693
caibate;rio grande do sul;5212;12698.12988281;0.719
caibi;santa catarina;6392;15727.12011719;0.728
caicara;rio grande do sul;5240;11608.21972656;0.592
caicara;paraiba;7535;4064.06005859;0.699
caicara do norte;rio grande do norte;6652;4757.79980469;0.574
caicara do rio do vento;rio grande do norte;3185;5273.81005859;0.587
caico;rio grande do norte;63006;7685.39013672;0.710
caieiras;sao paulo;88212;19291.75;0.781
cairu;bahia;14736;27773.109375;0.627
caiua;sao paulo;5447;18600.30078125;0.697
cajamar;sao paulo;63675;64931.05078125;0.728
cajapio;maranhao;10337;2203.83007812;0.553
cajari;maranhao;13170;3695.41992188;0.523
cajati;sao paulo;28936;16343.38964844;0.694
cajazeiras;paraiba;57875;7376.52978516;0.679
cajazeiras do piaui;piaui;3323;3040.87011719;0.562
cajazeirinhas;paraiba;3168;4697.43017578;0.550
cajobi;sao paulo;10009;11398.84960938;0.734
cajueiro;alagoas;20825;3734.51000977;0.562
cajueiro da praia;piaui;7286;3093.76000977;0.546
cajuri;minas gerais;4106;7725.95019531;0.617
cajuru;sao paulo;24313;10605.65039062;0.713
calcado;pernambuco;11619;4656.85986328;0.566
calcoene;amapa;9291;11543.29980469;0.643
caldas;minas gerais;14655;9128.44042969;0.687
caldas brandao;paraiba;5544;4658.52978516;0.568
caldas novas;goias;67588;11703.0703125;0.733
caldazinha;goias;3341;9946.44042969;0.685
caldeirao grande;bahia;13922;3125.94995117;0.573
caldeirao grande do piaui;piaui;5809;5472.91015625;0.588
california;parana;7767;7215.24023438;0.722
calmon;santa catarina;4265;9639.65039062;0.622
calumbi;pernambuco;7977;2950.82006836;0.571
camacan;bahia;31113;4748.64013672;0.581
camacari;bahia;234558;51837.55859375;0.694
camacho;minas gerais;3229;13891.25976562;0.690
camalau;paraiba;5959;4206.83984375;0.567
